formula,Temperature,Rho (Ohm.cm)
Cr1.3Mo6S8,700.0,0.000693269
Cr1.3Mo6S8,1000.0,0.000814423
Mn1.3Mo6S8,300.0,0.000690385
Mn1.3Mo6S8,400.0,0.000736538
Mn1.3Mo6S8,700.0,0.000877885
Mn1.3Mo6S8,1000.0,0.000961538
Fe1.3Mo6S8,300.0,0.00065
Fe1.3Mo6S8,400.0,0.000673077
Fe1.3Mo6S8,700.0,0.000759615
Fe1.3Mo6S8,1000.0,0.000825962
Ni2.0Mo6S8,300.0,0.000618269
Ni2.0Mo6S8,400.0,0.000511538
Ni2.0Mo6S8,700.0,0.000456731
Ni2.0Mo6S8,1000.0,0.000468269
Cu4.0Mo6S8,300.0,0.000831731
Cu4.0Mo6S8,400.0,0.001025
Cu4.0Mo6S8,700.0,0.00168846
Cu4.0Mo6S8,1000.0,0.00217885
Ca0.9Bi0.1MnO3,300.0,0.003705584
Ca0.9Bi0.1MnO3,400.0,0.003996595
Ca0.9Bi0.1MnO3,700.0,0.004997002
Ca0.9Bi0.1MnO3,1000.0,0.005189333
Ca0.9Ce0.1MnO3,300.0,0.007290755
Ca0.9Ce0.1MnO3,400.0,0.006446871
Ca0.9Ce0.1MnO3,700.0,0.006657302
Ca0.9Ce0.1MnO3,1000.0,0.007892598
Ca0.9Y0.1MnO3,300.0,0.017755745
Ca0.9Y0.1MnO3,400.0,0.015133951
Ca0.9Y0.1MnO3,700.0,0.015859246
Ca0.9Y0.1MnO3,1000.0,0.017598384
Ca0.9Sm0.1MnO3,300.0,0.008634907
Ca0.9Sm0.1MnO3,400.0,0.007468985
Ca0.9Sm0.1MnO3,700.0,0.00788457
Ca0.9Sm0.1MnO3,1000.0,0.007834535
Ca0.9Sb0.1MnO3,300.0,0.462038885
Ca0.9Sb0.1MnO3,400.0,0.115283742
Ca0.9Sb0.1MnO3,700.0,0.067066382
Ca0.9Sb0.1MnO3,1000.0,0.064231851
Ca0.9La0.1MnO3,300.0,0.007963495
Ca0.9La0.1MnO3,400.0,0.006990172
Ca0.9La0.1MnO3,700.0,0.008549054
Ca0.9La0.1MnO3,1000.0,0.010285695
Ca0.9Pb0.1MnO3,300.0,0.044538272
Ca0.9Pb0.1MnO3,400.0,0.052469201
Ca0.9Pb0.1MnO3,700.0,0.06050229
Ca0.9Pb0.1MnO3,1000.0,0.046817356
Ca0.9In0.1MnO3,300.0,0.214993195
Ca0.9In0.1MnO3,400.0,0.204613628
Ca0.9In0.1MnO3,700.0,0.230797637
Ca0.9In0.1MnO3,1000.0,0.173432861
Ca0.9Sn0.1MnO3,300.0,2.197937455
Ca0.9Sn0.1MnO3,400.0,2.301596618
Ca0.9Sn0.1MnO3,700.0,2.08200172
Ca0.9Sn0.1MnO3,1000.0,0.478677319
CaMnO3,300.0,6.975397772
CaMnO3,400.0,2.869819259
CaMnO3,700.0,0.485187234
CaMnO3,1000.0,0.087496719
CuCrO2,300.0,18.3684
CuCrO2,400.0,18.682
CuCrO2,700.0,3.4081
CuCrO2,1000.0,1.66438
CuCr0.99Mg0.01O2,300.0,6.11207
CuCr0.99Mg0.01O2,400.0,1.75771
CuCr0.99Mg0.01O2,700.0,0.472214
CuCr0.99Mg0.01O2,1000.0,0.365988
CuCr0.98Mg0.02O2,300.0,1.04523
CuCr0.98Mg0.02O2,400.0,0.569216
CuCr0.98Mg0.02O2,700.0,0.265082
CuCr0.98Mg0.02O2,1000.0,0.232176
CuCr0.97Mg0.03O2,300.0,0.101735
CuCr0.97Mg0.03O2,400.0,0.069316
CuCr0.97Mg0.03O2,700.0,0.0485233
CuCr0.97Mg0.03O2,1000.0,0.0470555
CuCr0.96Mg0.04O2,300.0,0.106683
CuCr0.96Mg0.04O2,400.0,0.0660993
CuCr0.96Mg0.04O2,700.0,0.0469005
CuCr0.96Mg0.04O2,1000.0,0.0442664
CuCr0.95Mg0.05O2,300.0,0.0754474
CuCr0.95Mg0.05O2,400.0,0.0546485
CuCr0.95Mg0.05O2,700.0,0.0406648
CuCr0.95Mg0.05O2,1000.0,0.0408004
NaCo2O4,300.0,2.95E-04
NaCo2O4,400.0,3.54E-04
NaCo2O4,700.0,4.84E-04
NaCo2O4,1000.0,6.00E-04
NaCo2O4,300.0,2.11E-03
NaCo2O4,400.0,2.53E-03
NaCo2O4,700.0,3.40E-03
NaCo2O4,1000.0,4.00E-03
ZnO,700.0,0.084836351
ZnO,1000.0,0.060526459
Zn0.98Al0.02O,700.0,0.06809206
Zn0.98Al0.02O,1000.0,0.025429957
Zn0.97Al0.03O,700.0,0.049759661
Zn0.97Al0.03O,1000.0,0.019382024
Zn0.95Al0.05O,700.0,0.046832485
Zn0.95Al0.05O,1000.0,0.018318575
Zn0.97Al0.025Ti0.005O,700.0,0.033823549
Zn0.97Al0.025Ti0.005O,1000.0,0.017394965
Zn0.97Al0.02Ti0.01O,700.0,0.029403376
Zn0.97Al0.02Ti0.01O,1000.0,0.015898605
Zn0.97Al0.015Ti0.015O,700.0,0.026005029
Zn0.97Al0.015Ti0.015O,1000.0,0.014455316
Zn0.97Al0.01Ti0.02O,700.0,0.023522715
Zn0.97Al0.01Ti0.02O,1000.0,0.013252247
Zr0.5Hf0.5NiSn,300.0,0.00974787
Zr0.5Hf0.5NiSn,400.0,0.00625721
Zr0.5Hf0.5NiSn,700.0,0.00216666
Zr0.4Hf0.4Ti0.2NiSn,300.0,0.00904316
Zr0.4Hf0.4Ti0.2NiSn,400.0,0.00511455
Zr0.4Hf0.4Ti0.2NiSn,700.0,0.00176663
Zr0.35Hf0.35Ti0.3NiSn,300.0,0.00860507
Zr0.35Hf0.35Ti0.3NiSn,400.0,0.00555251
Zr0.35Hf0.35Ti0.3NiSn,700.0,0.00228094
Zr0.25Hf0.25Ti0.5NiSn,300.0,0.00475748
Zr0.25Hf0.25Ti0.5NiSn,400.0,0.00338128
Zr0.25Hf0.25Ti0.5NiSn,700.0,0.00163327
Zr0.15Hf0.15Ti0.7NiSn,300.0,0.0048146
Zr0.15Hf0.15Ti0.7NiSn,400.0,0.00313369
Zr0.15Hf0.15Ti0.7NiSn,700.0,0.00148089
CeFe4Sb12,300.0,0.000993432
CeFe4Sb12,400.0,0.00105643
CeFe4Sb12,700.0,0.00130209
CeFe4Sb12,1000.0,0.00174341
CeFe3CoSb12,300.0,0.00147222
CeFe3CoSb12,400.0,0.00162618
CeFe3CoSb12,700.0,0.00201791
CeFe3CoSb12,1000.0,0.00230374
CeFe2.5Co1.5Sb12,300.0,0.0027419
CeFe2.5Co1.5Sb12,400.0,0.00287783
CeFe2.5Co1.5Sb12,700.0,0.00330908
CeFe2.5Co1.5Sb12,1000.0,0.00339272
CeFe2Co2Sb12,300.0,0.00473037
CeFe2Co2Sb12,400.0,0.00481344
CeFe2Co2Sb12,700.0,0.0048781
CeFe2Co2Sb12,1000.0,0.00499442
CeFeCo3Sb12,300.0,0.0104532
CeFeCo3Sb12,400.0,0.00985308
CeFeCo3Sb12,700.0,0.00608923
CeFeCo3Sb12,1000.0,0.00448351
CeFe1.5Co2.5Sb12,300.0,0.0609811
CeFe1.5Co2.5Sb12,400.0,0.0446028
CeFe1.5Co2.5Sb12,700.0,0.011935
CeFe1.5Co2.5Sb12,1000.0,0.00397477
LaFe3CoSb12,300.0,0.00164306
LaFe3CoSb12,400.0,0.00183033
LaFe3CoSb12,700.0,0.00231764
Zr0.5Hf0.5NiSn,300.0,0.00932355
Zr0.5Hf0.5NiSn,700.0,0.00236129
Zr0.5Hf0.5NiSn1.998Sb0.002,300.0,0.002408
Zr0.5Hf0.5NiSn1.998Sb0.002,400.0,0.002168
Zr0.5Hf0.5NiSn1.998Sb0.002,700.0,0.001544
Zr0.5Hf0.5NiSn1.994Sb0.006,300.0,0.001166
Zr0.5Hf0.5NiSn1.994Sb0.006,400.0,0.0012526
Zr0.5Hf0.5NiSn1.994Sb0.006,700.0,0.0013186
Zr0.4Hf0.4Ti0.2NiSn,300.0,0.00877175
Zr0.4Hf0.4Ti0.2NiSn,700.0,0.0021511
Zr0.35Hf0.35Ti0.3NiSn,300.0,0.00841046
Zr0.35Hf0.35Ti0.3NiSn,700.0,0.00234825
Zr0.3Hf0.3Ti0.4NiSn,300.0,0.00845644
Zr0.3Hf0.3Ti0.4NiSn,700.0,0.00203291
Zr0.25Hf0.25Ti0.5NiSn,300.0,0.00494914
Zr0.25Hf0.25Ti0.5NiSn,700.0,0.00188843
Zr0.15Hf0.15Ti0.7NiSn,300.0,0.00467326
Zr0.15Hf0.15Ti0.7NiSn,700.0,0.0016849
SrTi0.8Nb0.2O3,300.0,0.004618298
SrTi0.8Nb0.2O3,400.0,0.004541079
SrTi0.8Nb0.2O3,700.0,0.004614717
SrTi0.8Nb0.2O3,1000.0,0.005626132
SrDy0.08Ti0.92O3,300.0,0.009615385
SrDy0.08Ti0.92O3,400.0,0.004
SrDy0.08Ti0.92O3,700.0,0.004587156
SrDy0.08Ti0.92O3,1000.0,0.008333333
SrNd0.17Ti0.83O3,300.0,0.002597403
SrNd0.17Ti0.83O3,400.0,0.001926782
SrNd0.17Ti0.83O3,700.0,0.002269632
SrNd0.17Ti0.83O3,1000.0,0.0041841
SrNd0.2Ti0.8O3,300.0,0.001838235
SrNd0.2Ti0.8O3,400.0,0.001474926
SrNd0.2Ti0.8O3,700.0,0.001953125
SrNd0.2Ti0.8O3,1000.0,0.003952569
SrNd0.24Ti0.76O3,300.0,0.002247191
SrNd0.24Ti0.76O3,400.0,0.001808318
SrNd0.24Ti0.76O3,700.0,0.001862197
SrNd0.24Ti0.76O3,1000.0,0.003194888
Zn4Sb3,300.0,0.00230891
Zn4Sb3,400.0,0.00266982
Zn4Sb3,700.0,0.00335417
Zn4Sb3,300.0,0.00212594
Zn4Sb3,400.0,0.0024668
Zn4Sb3,700.0,0.00316607
Zn4Sb3,300.0,0.00217354
Zn4Sb3,400.0,0.0025094
Zn4Sb3,700.0,0.00328897
ZnO,300.0,0.2597
ZnO,400.0,0.3891
ZnO,700.0,1.786
ZnO,1000.0,2.97
Zn0.995Al0.005O,300.0,0.005623413
Zn0.995Al0.005O,400.0,0.00616595
Zn0.995Al0.005O,700.0,0.009120108
Zn0.995Al0.005O,1000.0,0.008709636
Zn0.99Al0.01O,300.0,0.002754229
Zn0.99Al0.01O,400.0,0.003388442
Zn0.99Al0.01O,700.0,0.003981072
Zn0.99Al0.01O,1000.0,0.004570882
Zn0.98Al0.02O,300.0,0.001202264
Zn0.98Al0.02O,400.0,0.00128825
Zn0.98Al0.02O,700.0,0.001479108
Zn0.98Al0.02O,1000.0,0.001819701
Zn0.95Al0.05O,300.0,0.001318257
Zn0.95Al0.05O,400.0,0.001548817
Zn0.95Al0.05O,700.0,0.002089296
Zn0.95Al0.05O,1000.0,0.002818383
SrNb0.15Ti0.85O3,300.0,5.017057997
SrNb0.15Ti0.85O3,400.0,0.375476856
SrNb0.15Ti0.85O3,700.0,0.055185202
SrNb0.15Ti0.85O3,1000.0,0.024425631
Ba8Ga16Ge30,300.0,0.00066
Ba8Ga16Ge30,300.0,0.000782
Ba8Ga16Ge30,400.0,0.00076
Ba8Ga16Ge30,400.0,0.0009
Ba8Ga16Ge30,700.0,0.00123
Ba8Ga16Ge30,700.0,0.00161
Ba8Ga16Ge30,1000.0,0.00171
Ba8Ga16Ge30,1000.0,0.00223
CsBi4Te6,300.0,0.000774
Sb0.005I0.015Cs0.995Bi3.98Te5.97,300.0,0.00085
Ba8Ga16Ge30,300.0,0.000662
Ba8Ga16Ge30,400.0,0.000791
Ba8Ga16Ge30,700.0,0.001418
Ba8Ga16Ge30,1000.0,0.001996
Tl9BiTe6,300.0,0.00642
Tl9BiTe6,400.0,0.01117
Bi1.2S1.2Ti2S4,300.0,0.000324
Bi1.2S1.2Ti2S4,400.0,0.000499
Bi1.2S1.2Ti2S4,700.0,0.000948
Pb1.8S1.8Ti2S4,300.0,0.00046
Pb1.8S1.8Ti2S4,400.0,0.000728
Pb1.8S1.8Ti2S4,700.0,0.002174
Sn1.2S1.2Ti2S4,300.0,0.000478
Sn1.2S1.2Ti2S4,400.0,0.00085
Sn1.2S1.2Ti2S4,700.0,0.002174
Ba8Au5.14Si39.51,300.0,0.0033
Ba8Au5.14Si39.51,400.0,0.00342
Ba8Au5.14Si39.51,700.0,0.00287
Ba8Au5.59Si39.01,300.0,0.00234
Ba8Au5.59Si39.01,400.0,0.00253
Ba8Au5.59Si39.01,700.0,0.00275
Ba8Au6.10Si38.97,300.0,0.000617
Ba8Au6.10Si38.97,400.0,0.000702
Ba8Au6.10Si38.97,700.0,0.000789
KBi6.33S10,300.0,0.165
Tl11.5Sb11.5Cu8Se27,300.0,0.21
TlTiPS5,300.0,14500
Tl2Cu2SnTe4,300.0,130
Mg2Si0.999Bi0.001,300.0,0.001446
Mg2Si0.999Bi0.001,400.0,0.001706
Mg2Si0.999Bi0.001,700.0,0.003167
Mg2Si0.9985Bi0.0015,300.0,0.00082
Mg2Si0.9985Bi0.0015,400.0,0.000902
Mg2Si0.9985Bi0.0015,700.0,0.001575
Mg2Si0.997Bi0.003,300.0,0.000488
Mg2Si0.997Bi0.003,400.0,0.000541
Mg2Si0.997Bi0.003,700.0,0.000929
Mg2Si0.995Bi0.005,300.0,0.000369
Mg2Si0.995Bi0.005,400.0,0.000396
Mg2Si0.995Bi0.005,700.0,0.000621
Mg2Si0.994Bi0.006,300.0,0.00033
Mg2Si0.993Bi0.007,400.0,0.000348
Mg2Si0.993Bi0.007,700.0,0.000569
Mg2Si0.98Bi0.02,300.0,1.52E-03
Mg2Si0.98Bi0.02,400.0,1.21E-03
Mg2Si0.98Bi0.02,700.0,1.25E-03
Mg2Si0.98Bi0.02,1000.0,1.86E-03
Mg2Si0.6Ge0.4Bi0.02,300.0,1.50E-03
Mg2Si0.6Ge0.4Bi0.02,400.0,1.27E-03
Mg2Si0.6Ge0.4Bi0.02,700.0,1.37E-03
Mg2Si0.6Ge0.4Bi0.02,1000.0,2.20E-03
Mg2Si0.98Ag0.02,300.0,1.24
Mg2Si0.98Ag0.02,400.0,0.413
Mg2Si0.98Ag0.02,700.0,0.0397
Mg2Si0.98Ag0.02,1000.0,6.60E-03
Mg2Si0.6Ge0.4Ag0.02,300.0,0.0513
Mg2Si0.6Ge0.4Ag0.02,400.0,0.0284
Mg2Si0.6Ge0.4Ag0.02,700.0,0.0149
Mg2Si0.6Ge0.4Ag0.02,1000.0,5.44E-03
Ag9TlTe5,300.0,0.2544
Ag9TlTe5,400.0,0.0832
Ag9TlTe5,700.0,0.0264
Tl2SnTe5,300.0,0.0042
Tl2GeTe5,300.0,0.02314
Tl2SnTe5,300.0,0.00433
Tl2SnTe5,300.0,0.00321
Sr0.145Ga0.302Ge0.553,300.0,0.0129
Sr0.147Ga0.298Ge0.555,300.0,0.00262
Sr0.146Ga0.285Ge0.569,300.0,0.00194
Ba8Ga16Ge30,300.0,0.002817
Ba8Ga16Ge30,400.0,0.003049
Ba8Ga16Ge30,700.0,0.00463
Ba8Ga16Ge30,1000.0,0.00625
Ba8Ga18Ge28,300.0,0.007764
Ba8Ga18Ge28,400.0,0.007143
Ba8Ga18Ge28,700.0,0.007418
Ba8Ga18Ge28,1000.0,0.00735
Ba8Ga16Sn30,300.0,0.0111
Ba8Ga16Sn30,400.0,0.0115
Ba8Ga16Sn30,700.0,0.00694
Sr8Ga16Ge30,300.0,0.000786
Sr8Ga16Ge30,400.0,0.000914
Sr8Ga16Ge30,700.0,0.00141
Ba8Ga16Ge30,300.0,0.000669
Ba8Ga16Ge30,400.0,0.00084
Ba8Ga16Ge30,700.0,0.00141
Ba8Ga16Si30,300.0,0.00122
Ba8Ga16Si30,400.0,0.00133
Ba8Ga16Si30,700.0,0.00187
Mg2Si,300.0,0.001623
Mg2Si,400.0,0.001976
Mg2Si,700.0,0.003802
Mg1.95Ca0.05Si,300.0,0.001037
Mg1.95Ca0.05Si,400.0,0.00115
Mg1.95Ca0.05Si,700.0,0.002554
Mg1.9Ca0.1Si,300.0,0.002117
Mg1.9Ca0.1Si,400.0,0.002141
Mg1.9Ca0.1Si,700.0,0.002751
Mg2Si,300.0,0.001218
Mg2Si,400.0,0.00173
Mg2Si,700.0,0.004125
Cu2Se,300.0,0.001
Cu2Se,400.0,0.00161
Cu2Se,700.0,0.0042
Cu2Se,1000.0,0.0078
Cu1.98Se,300.0,0.000605
Cu1.98Se,400.0,0.000719
Cu1.98Se,700.0,0.00151
Cu1.98Se,1000.0,0.00325
Ca3Co4O9,300.0,0.001971
Ca3Co4O9,400.0,0.002172
Ca3Co4O9,700.0,0.002313
Ca3Co4O9,1000.0,0.002271
Ca3Co4O9,300.0,0.01067
Ca3Co4O9,400.0,0.01122
Ca3Co4O9,700.0,0.009901
Ca3Co4O9,1000.0,0.008968
Ca2.7Na0.3Co4O9,300.0,0.00813
Ca2.7Na0.3Co4O9,400.0,0.005294
Ca2.7Na0.3Co4O9,700.0,0.008006
Ca2.7Na0.3Co4O9,1000.0,0.007283
Ca2.7Bi0.3Co4O9,300.0,0.01035
Ca2.7Bi0.3Co4O9,400.0,0.010156
Ca2.7Bi0.3Co4O9,700.0,0.009095
Ca2.7Bi0.3Co4O9,1000.0,0.007831
Ca2.4Na0.3Bi0.3Co4O9,300.0,0.009357
Ca2.4Na0.3Bi0.3Co4O9,400.0,0.009225
Ca2.4Na0.3Bi0.3Co4O9,700.0,0.008503
Ca2.4Na0.3Bi0.3Co4O9,1000.0,0.007622
Sr0.9Y0.1TiO3,300.0,0.000878
Sr0.9Y0.1TiO3,400.0,0.001259
Sr0.9Y0.1TiO3,700.0,0.00344
Sr0.9Y0.1TiO3,1000.0,0.006614
Ba0.3Sr0.6La0.1TiO3,300.0,0.0004937
Ba0.3Sr0.6La0.1TiO3,400.0,0.0007634
Ba0.3Sr0.6La0.1TiO3,700.0,0.00273
CuRhO2,300.0,0.5868
CuRhO2,400.0,0.2193
CuRhO2,700.0,0.1023
CuRhO2,1000.0,0.1066
CuRh0.99Mg0.01O2,300.0,0.1314
CuRh0.99Mg0.01O2,400.0,0.0656
CuRh0.99Mg0.01O2,700.0,0.0458
CuRh0.99Mg0.01O2,1000.0,0.0488
CuRh0.96Mg0.04O2,300.0,0.011
CuRh0.96Mg0.04O2,400.0,0.0112
CuRh0.96Mg0.04O2,700.0,0.0137
CuRh0.96Mg0.04O2,1000.0,0.0171
CuRh0.9Mg0.1O2,300.0,0.00164
CuRh0.9Mg0.1O2,400.0,0.00196
CuRh0.9Mg0.1O2,700.0,0.00299
CuRh0.6Mg0.4O2,1000.0,0.00408
Ca3AlSb3,300.0,1.199
Ca3AlSb3,400.0,0.5376
Ca3AlSb3,700.0,0.2486
Ca3AlSb3,1000.0,0.1127
Ca2.97Na0.03AlSb3,300.0,0.0981
Ca2.97Na0.03AlSb3,400.0,0.0461
Ca2.97Na0.03AlSb3,700.0,0.0172
Ca2.97Na0.03AlSb3,1000.0,0.0172
Ca2.94Na0.06AlSb3,300.0,0.0589
Ca2.94Na0.06AlSb3,400.0,0.0337
Ca2.94Na0.06AlSb3,700.0,0.0138
Ca2.94Na0.06AlSb3,1000.0,0.0134
Ca2.85Na0.15AlSb3,300.0,0.0275
Ca2.85Na0.15AlSb3,400.0,0.0187
Ca2.85Na0.15AlSb3,700.0,0.0122
Ca2.85Na0.15AlSb3,1000.0,0.0125
Fe0.998Co0.002Si2,300.0,0.0475
Fe0.998Co0.002Si2,400.0,0.026
Fe0.998Co0.002Si2,700.0,0.0123
Fe0.998Co0.002Si2,1000.0,0.00605
Fe0.978Co0.00196Si1.96Y0.04O0.06,300.0,0.1275
Fe0.978Co0.00196Si1.96Y0.04O0.06,400.0,0.0563
Fe0.978Co0.00196Si1.96Y0.04O0.06,700.0,0.024
Fe0.978Co0.00196Si1.96Y0.04O0.06,1000.0,0.0122
Fe0.978Co0.00196Si1.96Y0.12O0.18,300.0,0.27
Fe0.978Co0.00196Si1.96Y0.12O0.18,400.0,0.1495
Fe0.978Co0.00196Si1.96Y0.12O0.18,700.0,0.0518
Fe0.978Co0.00196Si1.96Y0.12O0.18,1000.0,0.0214
Ca5Al2Sb6,300.0,0.4571
Ca5Al2Sb6,400.0,0.409
Ca5Al2Sb6,700.0,0.2349
Ca4.95Na0.05Al2Sb6,300.0,0.0332
Ca4.95Na0.05Al2Sb6,400.0,0.0224
Ca4.95Na0.05Al2Sb6,700.0,0.0181
Ca4.75Na0.25Al2Sb6,300.0,0.00506
Ca4.75Na0.25Al2Sb6,400.0,0.00544
Ca4.75Na0.25Al2Sb6,700.0,0.00733
Ca4.75Na0.25Al2Sb6,1000.0,0.00939
Fe1.98Ti0.02O3,300.0,0.887847148
Fe1.98Ti0.02O3,400.0,0.491905692
Fe1.98Ti0.02O3,700.0,0.179726815
Fe1.98Ti0.02O3,1000.0,0.138108766
Fe1.96Ti0.04O3,300.0,0.376396903
Fe1.96Ti0.04O3,400.0,0.21392342
Fe1.96Ti0.04O3,700.0,0.09422584
Fe1.96Ti0.04O3,1000.0,0.072099613
Fe1.94Ti0.06O3,300.0,0.41152094
Fe1.94Ti0.06O3,400.0,0.205898583
Fe1.94Ti0.06O3,700.0,0.075870807
Fe1.94Ti0.06O3,1000.0,0.057563565
Fe1.98Sn0.02O3,300.0,1
Fe1.98Sn0.02O3,400.0,0.515440005
Fe1.98Sn0.02O3,700.0,0.213016592
Fe1.98Sn0.02O3,1000.0,0.162304991
Fe1.96Sn0.04O3,300.0,0.467457917
Fe1.96Sn0.04O3,400.0,0.263429643
Fe1.96Sn0.04O3,700.0,0.107489318
Fe1.96Sn0.04O3,1000.0,0.087288979
Ba7SrAl16Si30,300.0,0.000588239
Ba7SrAl16Si30,400.0,0.000660331
Ba7SrAl16Si30,700.0,0.00087797
Ba7SrAl16Si30,1000.0,0.0011173
Nd2CuO4,300.0,2.91889
Nd2CuO4,400.0,2.16164
Nd2CuO4,700.0,0.0243757
Nd2CuO4,1000.0,0.00158489
Nd2Cu0.98Ni0.02O4,300.0,0.0594173
Nd2Cu0.98Ni0.02O4,400.0,0.038248
Nd2Cu0.98Ni0.02O4,700.0,0.0216164
Nd2Cu0.98Ni0.02O4,1000.0,0.0229546
Nd2Cu0.98Zn0.02O4,300.0,0.189785
Nd2Cu0.98Zn0.02O4,400.0,0.140548
Nd2Cu0.98Zn0.02O4,700.0,0.0763148
Nd2Cu0.98Zn0.02O4,1000.0,0.0371163
La3Te3.8Sb0.2,300.0,0.00053
La3Te3.8Sb0.2,400.0,0.000589
La3Te3.8Sb0.2,700.0,0.000802
La3Te3.8Sb0.2,1000.0,0.00103
La3Te3.65Sb0.35,300.0,0.0011
La3Te3.65Sb0.35,400.0,0.00137
La3Te3.65Sb0.35,700.0,0.00187
La3Te3.65Sb0.35,1000.0,0.00225
La3Te3.35Sb0.65,300.0,0.018
La3Te3.35Sb0.65,400.0,0.00135
La3Te3.35Sb0.65,700.0,0.00721
La3Te3.35Sb0.65,1000.0,0.00687
La3Te3.35Bi0.65,300.0,0.0071
La3Te3.35Bi0.65,400.0,0.00535
La3Te3.35Bi0.65,700.0,0.00437
La3Te3.35Bi0.65,1000.0,0.00527
La2.99Te4,300.0,0.00061
La2.99Te4,400.0,0.00061
La2.99Te4,700.0,0.000802
La2.99Te4,1000.0,0.000974
La2.74Te4,300.0,0.0027
La2.74Te4,400.0,0.00268
La2.74Te4,700.0,0.00425
La2.74Te4,1000.0,0.00639
Zn0.9975Al0.0025O,300.0,0.296735905
Zn0.9975Al0.0025O,400.0,0.194552529
Zn0.9975Al0.0025O,700.0,0.065316786
Zn0.9975Al0.0025O,1000.0,0.012271444
Sr0.61Ba0.39Nb2O6,300.0,0.00282598
Sr0.61Ba0.39Nb2O6,300.0,0.10502047
Sr0.61Ba0.39Nb2O6,400.0,0.014613639
Sr0.61Ba0.39Nb2O6,700.0,0.0014
Sr0.61Ba0.39Nb2O6,300.0,0.061881188
Sr0.61Ba0.39Nb2O6,400.0,0.016225864
Sr0.61Ba0.39Nb2O6,700.0,0.008
Sr4.5Nb4.5O15.5,300.0,0.00114
Sr1.6La0.4Nb2O7,300.0,0.005
Si0.8Ge0.2,300.0,0.001178241
Si0.8Ge0.2,400.0,0.001291918
Si0.8Ge0.2,700.0,0.001787074
Si0.8Ge0.2,1000.0,0.002484145
Pb0.96Sr0.4TeNa0.2,300.0,0.000678887
Pb0.96Sr0.4TeNa0.2,400.0,0.000844595
Pb0.96Sr0.4TeNa0.2,700.0,0.002123142
Pb0.96Sr0.4TeNa0.2,1000.0,0.003154574
Pb0.98Sr0.2TeNa0.1,300.0,0.0004095
Pb0.98Sr0.2TeNa0.1,400.0,0.000706714
Pb0.98Sr0.2TeNa0.1,700.0,0.003012048
Pb0.98TeNa0.2,300.0,0.00041684
Pb0.98TeNa0.2,400.0,0.000576037
Pb0.98TeNa0.2,700.0,0.002252252
W08,300.0,0.003901983
W08,400.0,0.004308941
W08,700.0,0.005641709
W08,1000.0,0.007142314
Mg.305(Sb.03Bi.07).1999Te.001,300.0,0.000727338
Mg.305(Sb.03Bi.07).1999Te.001,400.0,0.000970525
Mg.305(Sb.03Bi.07).1999Te.001,700.0,0.001876031
Mg.305(Sb.03Bi.07)0.19975Te.00025,300.0,1.9970E-03
Mg.305(Sb.03Bi.07)0.19975Te.00025,400.0,0.002615984
Mg.305(Sb.03Bi.07)0.19975Te.00025,700.0,0.003550265
BiCuSeO,300.0,0.002857143
BiCuSeO,400.0,0.002852018
BiCuSeO,700.0,0.002717949
BiCuSeO,1000.0,0.002585366
Bi.98Ca.01Pb.01CuSeO,300.0,0.005873384
Bi.98Ca.01Pb.01CuSeO,400.0,0.005480977
Bi.98Ca.01Pb.01CuSeO,700.0,0.004452261
Bi.98Ca.01Pb.01CuSeO,1000.0,0.004151828
Bi.94Ca.02Pb.02CuSeO,300.0,0.006187151
Bi.94Ca.02Pb.02CuSeO,400.0,0.005719819
Bi.94Ca.02Pb.02CuSeO,700.0,0.004674228
Bi.94Ca.02Pb.02CuSeO,1000.0,0.004382884
Bi.92Ca.04Pb.04CuSeO,300.0,0.007179903
Bi.92Ca.04Pb.04CuSeO,400.0,0.006646662
Bi.92Ca.04Pb.04CuSeO,700.0,0.005420618
Bi.92Ca.04Pb.04CuSeO,1000.0,0.005097814
Bi.88Ca.06Pb.06CuSeO,300.0,0.006760778
Bi.88Ca.06Pb.06CuSeO,400.0,0.006206655
Bi.88Ca.06Pb.06CuSeO,700.0,0.004834925
Bi.88Ca.06Pb.06CuSeO,1000.0,0.004442216
Bi.84Ca.08Pb.08CuSeO,300.0,0.00870334
Bi.84Ca.08Pb.08CuSeO,400.0,0.007744755
Bi.84Ca.08Pb.08CuSeO,700.0,0.005890957
Bi.84Ca.08Pb.08CuSeO,1000.0,0.005511664
Bi.80Ca.10Pb.10CuSeO,300.0,0.009983099
Bi.80Ca.10Pb.10CuSeO,400.0,0.008981247
Bi.80Ca.10Pb.10CuSeO,700.0,0.006737643
Bi.80Ca.10Pb.10CuSeO,1000.0,0.006206655
LaOBiS2,300.0,3.994858612
LaOBiS2,400.0,4.300771208
LaOBiS2,700.0,5.290488432
LaOBiS.16Se.04,300.0,3.221079692
LaOBiS.16Se.04,400.0,4.53470437
LaOBiS.16Se.04,700.0,6.784061697
LaOBiS.14Se.06,300.0,2.98714653
LaOBiS.14Se.06,400.0,3.922879177
LaOBiS.14Se.06,700.0,6.22622108
LaOBiS.12Se.08,300.0,1.997429306
LaOBiS.12Se.08,400.0,2.483290488
LaOBiS.12Se.08,700.0,4.984575835
LaOBiS.10Se.10,300.0,1.547557841
LaOBiS.10Se.10,400.0,1.961439589
LaOBiS.10Se.10,700.0,4.030848329
La.95F.05OBiS2,300.0,0.007137978
La.95F.05OBiS2,400.0,0.006523224
