formula,Temperature,ThermalCond W/m.K
Y0.5Ce0.5Si2,300.0,12.7
Ti2InC,,26.6
SrCl2,263.0,20.1
Nd0.1Co4Sb12,298.0,3.28
LaF3,78.0,7.8
LaF3,197.0,5.0
LaF3,274.0,5.4
CsI,5.0,650.0
CsI,223.0,1.4
CsI,273.0,1.2
CsI,323.0,1.0
CsI,373.0,0.95
Ti3SiC2,298.0,37.0
CuEu2O4,200.0,11.7
Eu2O3,298.0,3.0
HgSe,300.0,1.0
VFe2Si,300.0,13.0
VFe2Si,300.0,11.8
LiF,4.2,620.0
LiF,20.0,1800.0
LiF,77.0,150.0
NaF,5.0,1100.0
NaF,50.0,250.0
NaF,100.0,90.0
Ni1.5Ga0.5Sb0.5,298.0,3.2
Ni1.5Ga0.5Sb0.5,330.0,14.0
Gd2Zr2O7,293.0,2.17
Gd2Zr2O7,1073.0,1.39
Gd2Zr2O7,650.0,1.7
Gd0.5Zr0.5O1.75,293.0,2.34
Gd0.5Zr0.5O1.75,473.0,2.03
Gd0.5Zr0.5O1.75,873.0,1.76
GeTe,298.0,21.0
GeTe,308.0,2.66
GeTe,300.0,2.81
GeTe,500.0,2.23
Pb0.5Ge0.5Te,300.0,0.83
Pb0.5Ge0.5Te,500.0,0.91
RuGe0.5Si0.5,298.0,8.6
GeSb2Te4,298.0,1.95
Ge0.85Sb0.10Te,323.0,2.33
Sn0.75Ge0.25Te,298.0,6.8
TlI,6.5,50.0
Ni0.5Pd0.5,170.0,21.5
Ni0.5Pd0.5,20.0,13.9
Ti5Re24,300.0,7.2
Y0.2Zr0.8O1.9,373.0,2.15
Y0.2Zr0.8O1.9,463.0,2.0
TiSe2,298.0,4.39
TiSe2,300.0,5.52
TiSe2,700.0,4.77
Ag0.5Bi0.5Se,680.0,0.46
AgGaS2,298.0,11.5
AgGaS2,298.0,13.4
AgInSe2,300.0,3.0
AgInSe2,298.0,3.9
AgInSe2,298.0,6.3
Ag2LaSi2,40.0,24.92
Ni3AlC,70.0,3.41
Ni3AlC,298.0,4.12
Ni3AlC,70.0,2.49
Ni3AlC,298.0,0.45
K1.3Al10.9O17,0.13,0.0076
K1.3Al10.9O17,6.9,60.0
K1.3Al10.9O17,125.0,11.0
NaAl11O17,0.13,0.0027
NaAl11O17,9.8,2.8
NaAl11O17,290.0,4.3
Y3Al5O12,298.0,12.9
Y3Al5O12,298.0,8.7
Y3Al5O12,30.0,640.0
Y3Al5O12,100.0,49.0
Y3Al5O12,300.0,9.8
CdO,1023.0,3.6
CdO,323.0,8.4
CoAs,298.0,4.96
Cr2Se3,500.0,1.9
Cr2Se3,870.0,2.2
Cu3AsSe4,300.0,1.9
BaZrO3,300.0,8.6
DyB12,300.0,61.9
DyB12,,60.0
DyB12,300.0,61.0
DyB12,24.0,20.0
ErB12,300.0,71.5
ErB12,,80.0
ErB12,40.0,100.0
ErB12,10.6,30.0
HoB12,300.0,77.2
HoB12,,80.0
HoB12,190.0,80.0
HoB12,9.5,20.0
Bi2S3,323.0,0.876
Bi2S3,323.0,0.64
Bi2S3,573.0,0.5
Bi2S3,323.0,0.67
BiSeI,295.0,2.1
Bi2SeO2,300.0,0.346
Bi2SeO2,470.0,0.458
SnBi4Te7,300.0,3.5
TbB12,300.0,29.5
TbB12,,30.0
TbB12,300.0,30.0
TbB12,19.0,5.0
KBr,2.0,150.0
KBr,4.2,360.0
KBr,100.0,12.0
KBr,273.0,5.0
KBr,323.0,4.8
KBr,373.0,4.8
RuGa2,373.0,4.6
RuGa3,973.0,3.4
RuGa3,373.0,4.3
CeNi4In,300.0,6.08
CePt3Si,0.1,0.0314
CePt3Si,0.1,0.0693
Yb3Co4Ge13,300.0,11.0
Mo3Sb7,250.0,6.4
Mo3Sb7,297.0,5.46
PrCoO3,20.0,12.0
PrCoO3,300.0,3.14
TiCoSb,330.0,24.0
TiCoSb,300.0,18.9
TiCoSb,300.0,16.7
TiCoSb,298.0,24.3
TiCoSb,298.0,16.6
TiCoSb,298.0,9.0
TiCoSb,350.0,13.0
Cr2S3,500.0,2.2
Cr2S3,870.0,2.0
LaCr2Ni3,298.0,9.5
CrSb2,52.0,30.32
CrSb2,298.0,12.0
CuGaS2,298.0,17.6
CuGaS2,298.0,17.9
CuGd2O4,250.0,18.0
CuGd2O4,250.0,9.6
CuGd2O4,250.0,5.83
CuGd2O4,5.0,7.4
CuGd2O4,35.0,25.5
CuGd2O4,150.0,18.3
CuGd2O4,300.0,16.5
CuGd2O4,6.8,5.75
CuGd2O4,50.0,20.0
CuGd2O4,300.0,5.45
CuGd2O4,300.0,6.75
CuInSe2,300.0,3.7
CuInSe2,298.0,8.5
CuInSe2,298.0,8.0
CuInSe2,80.0,39.0
CuInSe2,560.0,1.9
CuInSe2,298.0,9.0
CuInSe2,298.0,9.8
CuInSe2,300.0,8.0
CuInSe2,400.0,5.0
CuInSe2,510.0,3.0
CuInTe2,300.0,4.9
CuInTe2,298.0,5.0
CuInTe2,298.0,10.0
CuInTe2,298.0,9.4
CuInTe2,300.0,5.4
CuInTe2,298.0,3.99
Cu0.5In0.5Te,298.0,2.7
TmIn3,298.0,23.6
CuLa2O4,40.0,4.2
CuLa2O4,40.0,5.2
CuLa2O4,40.0,6.3
CuLa2O4,250.0,2.96
CuLa2O4,4.2,0.43
CuLa2O4,,4.55
CuLa2O4,2.0,4.0
CuLa2O4,8.0,0.8
CuLa2O4,87.0,4.1
CuLa2O4,50.0,4.3
CuLa2O4,4.2,0.4
CuLa2O4,300.0,1.37
CuLa2O4,150.0,1.05
CuLa2O4,5.0,0.05
CuLa2O4,240.0,2.9
CuLa2O4,31.0,1.75
CuLa2O4,3.6,0.073
CuNd2O4,200.0,10.0
CuNd2O4,250.0,8.6
CuNd2O4,4.2,0.1
CuNd2O4,40.0,0.6
CuNd2O4,4.2,1.9
CuNd2O4,40.0,15.5
CuNd2O4,298.0,20.0
CuPr2O4,250.0,4.3
CuPr2O4,250.0,7.49
CuPr2O4,250.0,10.06
CuPr2O4,5.0,35.0
CuPr2O4,18.0,58.0
CuPr2O4,295.0,10.5
CuPr2O4,5.0,20.5
CuPr2O4,18.0,45.0
CuPr2O4,300.0,4.2
KI,4.2,700.0
KI,80.0,13.0
KI,194.0,4.6
KI,273.0,3.1
Eu2Zr2O7,800.0,1.59
Y3Fe5O12,298.0,7.0
Y3Fe5O12,0.23,0.062
Y3Fe5O12,0.9,0.49
Y3Fe5O12,0.23,0.043
Y3Fe5O12,0.9,0.33
Y3Fe5O12,0.067,0.00072
Y3Fe5O12,0.746,0.07
Y3Fe5O12,0.74,0.017
Y3Fe5O12,0.067,0.00028
Y3Fe5O12,0.076,0.00047
Y3Fe5O12,0.74,0.05
Y3Fe5O12,298.0,6.0
Y3Fe5O12,30.0,180.0
Y3Fe5O12,100.0,26.0
Y3Fe5O12,300.0,7.4
PdGa,2.0,2.0
PdGa,293.0,50.0
Gd3S4,298.0,1.27
YIn3,210.0,90.5
Ge0.85Sb0.10Te,298.0,1.09
In0.2Pb0.8Te,300.0,1.0
In0.2Pb0.8Te,300.0,2.2
La3Sn,6.0,21.3
La3Sn,298.0,45.4
LaRhO3,300.0,1.5
La2Zr2O7,650.0,2.35
La2Zr2O7,463.0,2.2
La2Zr2O7,293.0,2.5
La2Zr2O7,473.0,2.18
La2Zr2O7,873.0,2.09
La2Zr2O7,673.0,1.59
TiS2,300.0,3.09
TiS2,250.0,2.71
TiS2,310.0,3.13
TiS2,663.0,2.8
TiS2,300.0,3.45
TiS2,700.0,2.09
LuMnO3,280.0,470.0
LuMnO3,280.0,830.0
NdMnO3,85.0,4.58
NdMnO3,25.0,7.0
NdMnO3,10.0,5.08
NdMnO3,10.0,16.0
NdMnO3,10.0,5.01
NdMnO3,10.0,3.9
NdMnO3,10.0,3.05
Nd2Zr2O7,298.0,1.83
NiSn0.75Sb2.25,200.0,6.96
NiSn1.4Sb1.6,200.0,2.8
RuO2,298.0,13.0
RuO2,1020.0,23.0
Sm2Zr2O7,800.0,1.63
Pb0.77Sb0.15Te,298.0,2.86
Pb0.77Sb0.15Te,323.0,4.075
SnPS3,350.0,0.5
Tl2ZrTe3,373.0,0.39
Tl2ZrTe3,450.0,0.3
AgBr,292.0,0.685
AgBr,130.0,1.5
AgGa5Te8,298.0,0.54
AgGaTe2,300.0,1.0
AgGaTe2,298.0,1.94
AgGaTe2,298.0,3.1
AgGaTe2,298.0,8.8
Ag0.5Sb0.5Te,300.0,8.6
Ag0.5Sb0.5Te,318.0,0.57
Ag0.5Sb0.5Te,318.0,1.02
Ag0.5Sb0.5Te,325.0,0.591
Ag0.5Sb0.5Te,298.0,1.15
Ag0.5Sb0.5Te,298.0,0.82
Ag0.5Sb0.5Te,325.0,0.59
Ag0.5Sb0.5Te,298.0,0.65
Dy3Al5O12,1.0,1.3
Dy3Al5O12,4.0,30.0
Dy3Al5O12,12.0,300.0
Dy3Al5O12,100.0,6.3
Dy3Al5O12,300.0,6.1
Er3Al5O12,20.0,126.0
Er3Al5O12,100.0,20.0
Er3Al5O12,300.0,7.6
VFe2Al,50.0,38.0
VFe2Al,350.0,22.6
VFe2Al,298.0,15.1
VFe2Al,543.0,15.4
VFe2Al,298.0,16.0
VFe2Al,300.0,27.9
VFe2Al,300.0,23.3
Gd3Al5O12,25.0,560.0
Gd3Al5O12,100.0,43.0
Gd3Al5O12,300.0,9.8
GdAlO3,650.0,6.6
Ho3Al5O12,20.0,410.0
Ho3Al5O12,100.0,29.0
Ho3Al5O12,300.0,9.3
Lu3Al5O12,20.0,300.0
Lu3Al5O12,100.0,31.0
Lu3Al5O12,300.0,9.0
Tb3Al5O12,15.0,360.0
Tb3Al5O12,100.0,14.5
Tb3Al5O12,300.0,6.0
Tm3Al5O12,20.0,250.0
Tm3Al5O12,100.0,13.5
Tm3Al5O12,300.0,6.2
Yb3Al5O12,20.0,900.0
Yb3Al5O12,100.0,38.0
Yb3Al5O12,300.0,6.9
InAs0.5P0.5,80.0,34.0
InAs0.5P0.5,700.0,9.0
RhAs3,300.0,10.0
TiAs,298.0,3.93
VAs,298.0,4.38
BaHfO3,298.0,10.4
BaUO3,1000.0,1.2
BaUO3,500.0,0.8
PbBi2Se4,298.0,1.03
PbBi2Se4,298.0,1.9
SmB6,100.0,12.0
SmB6,7.4,18.0
Ca2Fe2O5,1023.0,1.95
Ca2Fe2O5,373.0,2.75
Sr0.5Ca0.5F2,100.0,9.0
Sr0.5Ca0.5F2,298.0,4.0
Cu4.4CeIn1.6,300.0,8.15
Cu2CeSi2,298.0,11.0
Cu2CeSi2,298.0,8.0
Cu2CeSi2,0.08,0.003
Cu2CeSi2,1.4,0.093
Cu2CeSi2,0.07,0.006
Cu2CeSi2,0.42,0.032
Cu2CeSi2,0.42,0.023
TiC0.5N0.5,298.0,25.0
Cs2[CrO4],300.0,0.28
Cs2[CrO4],800.0,0.4
Cs2[CrO4],1040.0,0.45
Cs2[CrO4],1040.0,0.9
Cr0.11Mn0.21Fe0.68,280.0,15.0
Cr0.11Mn0.21Fe0.68,280.0,15.4
PbF2,151.0,27.7
DyIn3,298.0,60.0
DyIn3,10.0,6.0
DyIn3,10.0,4.12
DyIn3,80.0,18.5
DyIn3,25.5,10.0
HoIn3,298.0,41.5
PrIn3,210.0,42.0
Pr3In,270.0,11.0
CuInS2,298.0,12.1
CuInS2,298.0,12.5
CuInS2,298.0,12.5
CuInS2,300.0,12.5
CuInS2,400.0,6.0
CuInS2,490.0,3.5
TbIn3,80.0,18.5
CuSm2O4,200.0,8.82
CuSm2O4,250.0,8.6
SrCuO2,28.0,830.0
SrCuO2,28.0,210.0
CuSbSe2,5.0,2.0
CuSbSe2,24.0,12.4
CuSbSe2,300.0,2.0
Cu14Sb4S13,300.0,0.4
Dy2Ti2O7,25.0,3.3
Dy2Ti2O7,300.0,2.6
Dy2Ti2O7,250.0,5.0
Dy2Ti2O7,100.0,4.0
Gd3Fe5O12,298.0,6.1
SrF2,262.0,10.4
SrF2,60.0,47.52
SrF2,100.0,28.36
SrF2,140.0,20.08
SrF2,180.0,15.47
SrF2,220.0,12.55
SrF2,260.0,10.56
Gd3Ga5O12,298.0,7.4
Gd3Ga5O12,298.0,9.01
Gd3Ga5O12,0.06,0.0012
Gd3Ga5O12,0.1,0.003
Gd3Ga5O12,1.0,7.0
Gd3Ga5O12,10.0,320.0
Gd3Ga5O12,25.0,370.0
Gd3Ga5O12,100.0,35.0
Gd3Ga5O12,300.0,9.0
Ga0.5In0.5Sb,4.0,25.8
Ga0.5In0.5Sb,10.0,44.9
Sm3Ga5O12,298.0,7.2
Mg2NiH4,373.0,0.83
Mg2NiH4,273.0,1.05
Ho2Ti2O7,17.0,3.93
Ho2Ti2O7,300.0,2.6
Ho2Ti2O7,0.5,0.0304
In4Sn3O12,1175.0,1.93
In4Sn3O12,296.0,1.27
Zn0.04In0.96Sb,298.0,14.3
LiNbO3,5.5,40.0
LiNbO3,20.0,150.0
LiNbO3,90.0,20.0
VO2,300.0,5.0
VO2,298.0,4.5
Lu2Ti2O7,15.0,2.24
Lu2Ti2O7,300.0,2.29
Mo4O11,298.0,21.0
U0.5Pu0.5O2,1000.0,3.1
PbTe0.5Se0.5,300.0,0.95
PbSe0.5S0.5,298.0,1.49
LuAl2,280.0,21.5
LuAl2,90.0,10.0
Eu0.54Co4Sb12,298.0,9.74
Eu0.54Co4Sb12,298.0,4.44
MgCr2O4,298.0,2.1
LiCu2O2,48.0,57.0
DyNiGe,4.2,1.5
DyNiGe,290.0,9.0
TbNiGe,4.2,1.4
TbNiGe,290.0,9.5
YNiGe,4.2,4.0
YNiGe,290.0,22.0
Mg2Sn0.7Si0.3,300.0,1.79
Mg2Sn0.7Si0.3,298.0,3.3
Mg2Sn0.7Si0.3,300.0,2.71
Mg2Sn0.7Si0.3,300.0,1.95
Mg2Sn0.7Si0.3,298.0,2.0
AgTlTe,300.0,0.44
IrAs3,300.0,9.0
Ba0.7La0.3F2.3,0.1,0.00042
Ba0.7La0.3F2.3,2.0,0.1
Y0.25Bi0.75O1.5,1.7,0.042
Y0.25Bi0.75O1.5,30.0,0.3
Bi2Te1.5Se1.5,298.0,0.993
Bi2Te2Se,350.0,0.965
Bi2Te2Se,350.0,0.948
Bi2Te1.5Se1.5,298.0,1.53
Bi2Te2Se,298.0,2.15
Bi2Te2Se,298.0,1.66
Bi2Te2Se,298.0,0.89
Bi2Te1.5Se1.5,298.0,1.285
Bi2Te2S,25.0,3.5
Bi2Te2S,298.0,1.55
Fe0.5Co0.5Si,200.0,10.0
Cr0.0215Sb1.9785Te3,180.0,8.1
CuFeO2,298.0,8.82
CuFeS2,298.0,12.2
CuFeS2,298.0,7.184
Pb5[GeO4][Ge2O7],2.5,9.0
Pb5[GeO4][Ge2O7],9.0,25.0
Pb5[GeO4][Ge2O7],85.0,1.5
Mo6PbS8,873.0,3.65
Mo6PbS8,298.0,2.26
Nd0.2Zr0.8O1.9,298.0,1.7
U0.5Pu0.5N,400.0,0.3
Zr[SiO4],600.0,5.381
Zr[SiO4],1000.0,4.204
Pb0.5Sn0.5Te,298.0,1.85
Pb0.5Sn0.5Te,550.0,1.19
Pb0.5Sn0.5Te,300.0,1.34
Pb0.5Sn0.5Te,500.0,1.25
Pb0.5Sn0.5Te,323.0,3.2
Pb0.5Sn0.5Te,723.0,1.5
Pb0.5Sn0.5Te,300.0,2.75
AgAl11O17,0.08,0.00095
AgAl11O17,10.0,0.75
AgAl11O17,145.0,3.2
Mg32Zn31.9Al17.1,300.0,24.0
NbAs,298.0,12.37
TaAs,298.0,2.43
ZrAs,298.0,12.37
DyCoO3,370.0,1.95
DyCoO3,873.0,0.83
DyCoO3,673.0,0.52
FeCo2Ga,270.0,35.0
Co0.71Ge0.06Te,323.0,1.83
Co0.71Ge0.06Te,675.0,1.88
TbCoO3,370.0,1.77
Co0.73Rh0.27Sb3,310.0,5.0
Cs2[MoO4],400.0,0.24
Cs2[MoO4],873.0,0.36
Cs2[MoO4],873.0,0.3
Eu3Fe5O12,298.0,6.2
Fe2NiGa,298.0,10.9
Fe2NiGa,332.0,12.3
Ga0.7Ge0.6Sb0.7,90.0,40.0
Ga0.7Ge0.6Sb0.7,200.0,28.0
Ga0.7Ge0.6Sb0.7,300.0,0.22
La4.67[SiO4]3O,298.0,1.3
Li2TiO3,298.0,2.2
Nd4.67[SiO4]3O,298.0,1.2
Sr2RuO4,298.0,3.88
Sr2RuO4,298.0,4.0
Y2Ti2O7,21.0,4.22
Y2Ti2O7,300.0,2.44
Y2Ti2O7,298.0,2.7
Y2Ti2O7,250.0,5.0
ZnSiP2,298.0,26.8
Ag0.5Bi0.5S,300.0,0.42
AgBi3S5,300.0,1.57
Ag0.5Sb0.5Se,300.0,1.05
Ag0.5Sb0.5Se,298.0,0.81
Ag0.5Sb0.5Se,298.0,0.6
KMnF3,22.0,19.0
KMnF3,12.0,31.0
KMnF3,5.0,11.4
SrVO3,298.0,12.8
Tm[VO4],16.0,95.0
Tm[VO4],22.0,80.0
Ag5Te2Cl,343.1,0.231
Ag0.02Pb0.98Te,323.0,1.93
Ag0.02Pb0.98Te,298.0,1.8
Ag0.02Pb0.98Te,,0.5
BaSnO3,298.0,9.68
PbSb2Se4,298.0,1000.0
TlBiTe2,125.0,1.9
TlBiTe2,297.0,2.2
TlBiTe2,415.0,3.8
Cu0.28Ga0.57Te,320.0,1.71
Cu0.28Ga0.57Te,940.0,0.67
Gd2Ti2O7,20.0,1.79
Gd2Ti2O7,300.0,2.61
In0.25Ge0.75Te,473.0,1.89
In0.25Ge0.75Te,373.0,1.5
In0.25Ge0.75Te,573.0,2.5
K0.9Mo6O17,298.0,12.0
K0.9Mo6O17,50.0,13.0
K3Mo10O30,0.55,1.0
K3Mo10O30,0.11,0.01
K3Mo10O30,300.0,5.68
K3Mo10O30,200.0,6.4
K3Mo10O30,155.0,5.6
K3Mo10O30,100.0,7.2
K3Mo10O30,40.0,50.0
Tb2Ti2O7,2.0,0.008
Tb2Ti2O7,300.0,2.88
Ba6Al3Ge22,500.0,2.5
Ba6Al3Ge22,373.0,1.73
SrAl2Si2,370.0,5.92
ZnSiAs2,298.0,15.8
ZnSnAs2,300.0,15.0
ZnSnAs2,298.0,7.8
LuB12,300.0,75.0
LuB12,,75.0
LuB12,300.0,73.0
LuB12,30.0,500.0
LuB12,7.0,230.0
Ca[WO4],422.0,11.3
Y0.5Ce0.5O1.75,373.0,4.1
Fe0.2Co0.8Sb3,500.0,3.1
Fe0.2Co0.8Sb3,541.0,2.11
Fe0.2Co0.8Sb3,500.0,4.2
Fe0.2Co0.8Sb3,298.0,4.6
Fe0.2Co0.8Sb3,298.0,6.15
Fe0.2Co0.8Sb3,423.0,4.11
Fe0.2Co0.8Sb3,300.0,3.5
CuGaTe2,300.0,2.7
CuGaTe2,45.0,40.0
CuGaTe2,298.0,6.4
CuGaTe2,298.0,12.0
CuGaTe2,298.0,12.8
CuGaTe2,298.0,3.64
CuGaTe2,950.0,0.89
CuGaTe2,298.0,6.7
CuLa2O4,1.0,0.09
CuLa2O4,1.0,0.004
CuLa2O4,7.5,2.0
CuLa2O4,7.1,0.103
CuLa2O4,5.6,1.1
CuLa2O4,30.0,8.1
CuLa2O4,100.0,5.4
CuLa2O4,300.0,9.0
CuLa2O4,6.2,1.3
CuLa2O4,32.0,6.2
CuLa2O4,300.0,3.6
CuLa2O4,313.0,7.3
Er2Ti2O7,15.0,2.92
Er2Ti2O7,300.0,2.85
Er2Ti2O7,298.0,2.6
Li0.5Ni0.5O,298.0,17.0
Li0.5Ni0.5O,298.0,8.0
Li0.5Ni0.5O,298.0,8.0
Li0.5Ni0.5O,525.0,2.5
SrTiO3,5.0,2.4
SrTiO3,30.0,21.0
SrTiO3,40.0,19.2
SrTiO3,100.0,18.5
SrTiO3,250.0,12.5
SrTiO3,300.0,11.2
SrTiO3,200.0,13.0
SrTiO3,1073.0,3.87
SrTiO3,1073.0,4.65
Sr[WO4],303.15,3.1326
Sr[WO4],303.15,2.9477
Sr[WO4],540.0,2.603
Sr[WO4],540.0,2.47
Mg0.5Al0.5B2,10.0,27.0
Mg0.5Al0.5B2,10.0,14.0
MnAl0.75Si1.25,373.0,3.5
MnAl0.75Si1.25,573.0,4.3
Ba4Cu3Ge20,298.0,1.3
Ce0.1Co4Sb12,600.0,3.13
Ce0.1Co4Sb12,298.0,3.97
CeCrNi4,298.0,8.0
Ce2PdIn8,0.1,0.0325
Ce2PdIn8,0.1,0.085
Ce2Pd3Si5,150.0,4.0
Ce3Te4,298.0,1.9
Ce3Te4,298.0,1.1
V0.5Cr0.5N,298.0,2.2
Gd4.67[SiO4]3O,298.0,1.1
InSb0.33Te0.67,298.0,21.0
Sr4IrO6,303.0,1.65
SrIrO3,295.0,0.98
YbMnO3,280.0,380.0
YbMnO3,280.0,680.0
Nd3Te4,298.0,3.8
Nd3Te4,298.0,1.3
Tl4.5Nd0.5Te3,500.0,0.71
Sm4.67[SiO4]3O,298.0,1.18
Sm0.1Pb0.9Te,300.0,13.0
Si33P13Te6.88,298.0,3.2
Ag2YSi2,40.0,11.7
Cr18Fe15Al120,298.0,5.0
Cr18Fe15Al120,3.0,0.3
Cr18Fe15Al120,298.0,5.0
Cr18Fe15Al120,2.0,0.12
Cr18Fe15Al120,298.0,5.0
Cr18Fe15Al120,2.0,0.2
Y3Ga5O12,298.0,8.6
Y3Ga5O12,30.0,160.0
Y3Ga5O12,100.0,25.0
Y3Ga5O12,300.0,9.0
Ni0.04Pb0.92Te,298.0,2.0
Tl4SnTe3,298.0,0.6
Tl4SnTe3,323.0,0.52
Tl4SnTe3,473.0,0.46
Tl4SnTe3,320.0,0.5
Np,300.0,6.3
Np,300.0,7.7
TmB12,300.0,68.92
TmB12,,70.0
TmB12,300.0,70.0
TmB12,6.5,10.0
B,300.0,60.0
B,1300.0,61.0
B,300.0,200.0
Be12Nb,922.0,30.6
Be12Nb,1366.0,31.5
Be12Nb,1700.0,32.2
Be17Nb2,922.0,31.3
Be17Nb2,1366.0,32.7
Be17Nb2,1700.0,33.7
Be12Ta,922.0,28.9
Be12Ta,1366.0,33.7
Be12Ta,1700.0,38.6
Be17Ta2,922.0,29.2
Be17Ta2,1366.0,33.7
Be17Ta2,1700.0,38.6
Tc,300.0,50.6
Tc,600.0,54.0
Tc,600.0,11.5
Tc,298.0,50.0
Tc,773.0,52.0
HfH1.7,300.0,18.0
HfH2,300.0,36.5
HfH2,300.0,22.0
IrSb3,300.0,16.0
IrSb3,308.0,15.6
La3Te4,298.0,3.1
La3Te4,298.0,1.1
PuN,410.0,4.0
NbSe3,300.0,24.0
NbSe3,200.0,18.0
V3O5,300.0,3.5
V3O5,300.0,3.4
PtP2,298.0,26.0
Pr3Ru,240.0,10.0
Pr2.67Te4,298.0,1.9
RhSb3,305.0,9.6
RhSb3,305.0,9.2
RhSb3,313.0,8.43
RhSb3,533.0,8.8
Pr3Ga,270.0,9.5
[H2],2.5,100.0
[H2],3.0,150.0
[H2],4.0,200.0
[H2],6.0,30.0
[H2],10.0,3.0
[H2],11.02,0.57
[H2],11.6,0.46
[D2],15.4,0.48
[D2],13.3,0.69
[H2],2.0,3.5
[H2],4.0,28.0
Co2Ge3Te3,298.0,2.3
NbCo2Sn,227.0,5.87
NbCo2Sn,227.0,6.89
Co0.7Ni0.3Sb3,298.0,3.4
Co0.7Ni0.3Sb3,303.0,10.8
Co0.7Ni0.3Sb3,773.0,7.1
Y3Co0.6Ni0.4,80.0,3.93
CoSbS,298.0,1.5
CoSb2.99Te0.01,300.0,8.2
CoSb2.99Te0.01,323.0,2.96
CoSb2.99Te0.01,298.0,4.5
CoSb2.99Te0.01,298.0,9.0
CoSb2.99Te0.01,76.0,14.6
CuGaSe2,300.0,4.2
CuGaSe2,298.0,10.9
CuGaSe2,298.0,12.9
Cu2GeSe3,298.0,1.9
Cu4.86La3Te7,350.0,0.7
Cu0.9Mo3S4,298.0,1.5
Cu3SbSe4,300.0,1.46
EuSe,300.0,0.24
LaFe11Si2,300.0,3.4
AgInS2,298.0,6.6
AgInS2,298.0,8.6
RuAs,298.0,1.88
Zr2Al3C4,298.0,15.5
AgAlS2,298.0,12.6
AgAlS2,298.0,13.8
Nd0.09Pb0.86Se,298.0,6.78
ZnSnP2,298.0,12.4
Pr0.09Pb0.86Se,298.0,2.74
Tl4PbTe3,323.0,1.2
Tl4PbTe3,673.0,0.49
PtSn1.2Sb1.8,298.0,1.43
Zn0.5Sn0.5Sb,300.0,7.6
ZnSnSb2,298.0,3.1
Cd0.8Co0.2S,0.35,0.31
Cd0.8Co0.2S,1.0,3.2
Cd0.8Co0.2S,4.0,110.0
Cd0.8Co0.2S,0.35,0.2
Cd0.8Co0.2S,0.35,0.61
Cd0.8Co0.2S,1.0,2.3
Cd0.8Co0.2S,1.0,3.1
Cd0.8Co0.2S,4.0,110.0
CdGeP2,300.0,11.0
CdGeP2,298.0,12.1
CdSnP2,300.0,14.0
Zn0.75Cd2.25P2,298.0,2.4
Zn0.75Cd2.25P2,298.0,2.3
Cd0.5Pb0.5Se,298.0,3.6
CeGeSi,300.0,13.3
Ce5Ni2Si3,298.0,3.65
CeNiSn,4.0,38.0
CeNiSn,67.0,317.0
Fe0.15Ru0.85Al2,300.0,13.73
Fe0.15Ru0.85Al2,973.0,7.5
ScFe4Al8,175.0,5.63
ScFe4Al8,175.0,4.67
YFe4Al8,100.0,9.83
YFe4Al8,100.0,8.16
YMn4Al8,200.0,3.2
CdGeAs2,300.0,4.8
CdGeAs2,298.0,6.6
Cu3AsS4,300.0,3.02
ZnGeAs2,300.0,11.0
ZnGeAs2,298.0,10.0
RuIn3,298.0,5.85
RuIn3,973.0,3.4
RuIn3,373.0,3.0
Zn0.5Sn0.5As,300.0,7.6
BN,298.0,65.0
BN,298.0,2.1
Bi2Se1.5S1.5,323.0,0.62
Bi2Se1.5S1.5,573.0,0.44
Bi1.74Sb0.26Se3,8.0,25.56
Tl4.5Bi0.5Te3,298.0,0.4
InBiSe3,50.0,3.2
InBiSe3,50.0,1.82
ErN,30.0,8.8
ZnGeP2,300.0,18.0
ZnGeP2,298.0,16.5
Tl2GeTe3,323.0,0.31
Tl2GeTe3,473.0,0.26
BN,1047.0,36.2
BN,1475.0,22.7
BN,1928.0,21.9
BN,2111.0,18.5
HoN,30.0,4.0
HoN,30.0,3.8
Zn1.5Cd1.5P2,298.0,2.1
URu2Si2,1.0,0.395
URu2Si2,1.0,0.4015
URu2Si2,1.0,0.407
URu2Si2,3.5,1.0
URu2Si2,1.0,0.1
TiSeS,300.0,2.6
TiSeS,700.0,1.46
SnPS3,200.0,0.7
SnPS3,270.0,0.55
Hf0.84Nb0.16V2,16.8,0.89
Hf0.84Nb0.16V2,10.0,0.51
Hf0.84Nb0.16V2,1.9,0.025
In2TeSe2,298.0,0.24
Cu0.75Sn0.25S,300.0,2.8
Ca3Co2O6,300.0,2.91
Mg0.33Nb0.67PbO3,0.15,0.0011
Mg0.33Nb0.67PbO3,4.0,0.15
Mg0.33Nb0.67PbO3,20.0,0.12
Mg0.33Nb0.67PbO3,90.0,7.0
Ba2Cu3YO7,90.0,2.79
Ba2Cu3YO7,50.0,3.4
Ba2Cu3YO7,298.0,5.44
Ba2Cu3YO7,92.0,14.0
Ba2Cu3YO7,40.0,26.0
Ba2Cu3YO7,40.0,23.0
Ba2Cu3YO7,298.0,3.0
Ba2Cu3YO7,298.0,2.5
Ba2Cu3YO7,50.0,3.5
Ba2Cu3YO7,92.0,5.3
Ba2Cu3YO7,92.0,7.8
Ba2Cu3YO7,92.0,10.5
Ba2Cu3YO7,40.0,6.0
Ba2Cu3YO7,40.0,14.0
Ba2Cu3YO7,40.0,17.5
Ba2Cu3YO7,92.0,1.7
